,full_text
38158,"Union Minister Ananth Hegde,on Rahul Gandhi,\They want proof of surgical strikes even when whole world acknowledged it.This Muslim who calls himself a 'janeudhari Hindu',son of a Muslim father&amp; a Christian mother,does he have proof that he is a Hindu\""?  https://t.co/7NJDVsdzdk"""
38160,Prime Minister of India: Justice For 5000 Hindu Sadhus Killed by Indira Feroz Gandhi. - Sign the Petition! https://t.co/PeT5AXq5Yn via @ChangeOrg_India
38162,"Previous Congress Govts were soft on Muslim radicalisation and terror due to political reasons, former RAW officer reveals.
Former RAW officer opens up on Congress Govt. never allowed the agencies to work aggressively against Pakistan.
https://t.co/qrO9J5EDG9"
38164,"I'd say this pretty much requires that McGahn be brought to Congress, since we now have the President directly calling him a liar. https://t.co/JB1QH27L4V"
38171,Editor TIME : Protest against defamatory article by Aatish tseer in Time Magazine against PM Modi - Sign the Petition! https://t.co/svGCN8jZ8z via @ChangeOrg_India
38172,"Why is @narendramodi working day &amp; night 

Why is he risking his life by exposing all corrupts and waging war on terror 

Delhi voting percentage not even crossing 50% 

And then the same people will talk negative about India outside 

We donâ€™t deserve a good leader"
38173,"Sikh community protests outside Rahul Gandhi's residence, demand Pitroda's ouster https://t.co/q5Fb9eYrgc"
38176,"Ahead of polling, 3 BJP workers attacked in West Bengal\\

Read @ANI Story | https://t.co/XcL1ZFtsYb https://t.co/59pL3tu3ou"
38178,"@anuragspparty @yadavakhilesh @ndtv @Mayawati @RahulGandhi Bulk of Saifai Dynasty will be doing this if not in politics or not interested to look after buffalos.
What can Modi do in this?
What did Mulayam or Tipu do?

Advise Dynasty to donate the loot of UP, among needy, half of the poor will vanish from UP

Ask Yadav Singh of Noida ðŸ‘ðŸ™"
38181,"Exclusive: The Bofors scam angle to Rajiv Gandhiâ€™s vacation on-board INS Viraat. 

My report. Do read 

https://t.co/Lfw88cwIHi"
38182,"the complicated GST. On the other hand, Nyuntam Aay Yojana (Nyay) is the Congress party's ambitious minimum income guarantee scheme, which assures up to Rs 72,000 a year or Rs 6,000 a month income to 20 percent of India's poorest families. 
\Ab Hoga NYAY\""."
38184,"Most comprehensive interview of PM Modi. Anyone interested in political analysis, how leaders function should not miss it. 1 ex: avg time of cabinet meeting during congress was 20 min, today it is 3 hrs. It shows importance given to solve peoples problem 
https://t.co/vRdXbQ01pL"
38186,"So Sanjay Gandhi set up Maruti and this sugar mill three years after he died? Wow, must have been a remarkable guy! https://t.co/S4O0EocUL1"
38187,"Gandhi seems to have learnt a lot from his long vipassna retreat for 60 days when he took a sabbatical from his party in February and April 2015. It has certainly rebooted his politics. His reaction to Modiâ€™s intemperate attack is proof of that: @bainjal
 https://t.co/mWN12I6CHc"
38189,"Would you support a federal gun license? 
HARRIS:  I like the idea.  But you know, Jake, I'm going to tell you, on this issue of the need for gun safety laws, we're not at any loss for good ideas...What we're at a loss is for people in congress to have the courage to do something"
38190,Shameless AAP !!! https://t.co/PHTKHWz5Wg
38191,"My assessment for Third Phase of #UttarPradesh elections for 10 seats voting on April 23

â–¶ï¸MGB: 06 Seats
â–¶ï¸BJP:02 Seats
â–¶ï¸INC:00 - yet to open account

ðŸ”€Tough fight in 2 seats

@samajwadiparty @BSP4IND @BJP4India @INCIndia @szarabi @RabiulBTVI @partha2019LS @BTVI #Elections2019 https://t.co/bL3Pcr0Z19"
38195,One BJP worker killed today. Two BJP workers shot at last night. Rest everything is fine in #HitlerDidi's Bengal; Liberals can continue ignoring.
38197,"Dear opposition, you are not even in the battle. Modi fighting this election against ..

Phy- radar &amp; cloud

Chem- nukes &amp; Diwali

Math- missing statical data

Bio- Ganesha head

History- Nehru, Indira, Rajiv

Eco- DeMo

And all other branches of knowledge ðŸ˜‰ðŸ˜

#EntireCloudCover"
38200,"Nothing to watch here dude.
Just bunch of Palestinian celebrating &amp; chanting Allah Akbar as Hamas launched 500 rockets &amp; killed 5.
They could be your neighbor soon.
Muslim congresswoman Rashida Tlaib @RashidaTlaib is their representatives in your Congress.
https://t.co/p3gYWgMRxL"
38201,"Mounting attack on West Bengal Chief Minister and BSP supremo, Prime Minister Narendra Modi on Sunday alleged that she was shedding crocodile tears on the incident of gangrape in Rajasthanâ€™s Alwar.

https://t.co/gPkkNpf6Zz"
38203,"Deeply disappointed by @AamAadmiParty preparation for this election..poor booth management, voter deletion went unchecked, open rigging by Biduri goons. Saddest part is voters are turning up in large numbers to vote for AAP and all such complaints coming from voters not party."
38209,"My projections for the first phase of polls in Uttar Pradesh where eight seats go for polling on April 11.

Saharanpur and Meerut witnessing tough fight between MGB and BJP

MGB - 06 to 08 seats
BJP - 00 to 02 seats
INC - 00 https://t.co/sPoXx6fUZp"
38210,Sunny Deol is under a debt of Rs 58 crores. BJP ne edi poonch marodi ae ke jaa ke election lad nayi taan Income Tax raid kar deyange. That is why he has come to Gurdaspur to fight elections: @capt_amarinder  at Pathankot rally.
38214,"@size5Choos @MichaelAvenatti Beginning impeachment hearings would give Congress inarguable subpoena power. Defiance of said subpoena is a violation of 2 USC Â§ 194, Contempt of Congress, punishable by a maximum $100,000 fine AND a maximum one-year sentence in federal prison. Courts would expedite challenges."
38216,"US Congress further slams the Biya Regime . Demands release of President Sisiku,immediate cease fire and dialogue without preconditions.Even more ahead of the UNSC hearing,Congress strongly recommend Biya regime be held accountable for gross human rights violations and war crimes https://t.co/qesarqZjOw"
38220,"Watch this intersting clip... What  #KhanMarket is comprised of.  @Shehzad_Ind  explained it so candidly. 

Donâ€™t forget the watch the reaction of â€˜NDTP â€˜ journalist @_sabanaqvi  when Shehzad talks about Modi jiâ€™s Mother. 

 https://t.co/1yEb1WlMFB"
38221,"@TimesNowHindi @TimesNow @priyankagandhi Bcoz Modi protects Minorities from Communal Riots, Muslim Women from Triple Talaq&amp;Halala. Congis lynched 3500+ Innocent Sikhs in1984 led by the Criminal Secular \Bharat Ratna Rajiv Gandhi\"" who exchanged Union Carbide Anderson responsible for killing 15000Bhopalis with frnd Adil"""
38231,"The â€˜single digit NDA in UP crowdâ€™ should answer a simple question. 

The poor who are struggling Day by day will look at caste or look at 6000 Rs/year, expectation of home, 5 lakh per year health treatment guarantee or promised monthly pension?"
38233,This is just sad... She wanted to vote for Modi but her son made her vote congress in Pratapgarh. https://t.co/AIew7Oewe5
38237,"I am not comparing, you just compared an that's foolish. I was sent to school when I had no decision making power or I couldn't speak. When I was about to cast my first vote, I had the ability to think/see/research/make decisions. Think beyond Modi. :) https://t.co/Ln5mX5jzEo"
38243,"These guys r from another planet.

Today i met a pure \sanghi\"". Oh my bad. That sanghi said, modi is doing good for future of India. When i ask about how u saying this na? He saying that Modi is working for future, we can't tell that now."
38247,"Narendra Modi has almost effectively nullified Pakistan's four decades' old policy of proxy war. Simply said, Pakistan now has no idea how India will react to a terrorist strike. This was the strongest premise of Pakistan's terror."
38248,RajivG was a Pilot. RahulG is a trained pilot. Sachin Pilot is trained. Thatâ€™s the reason we need trained pilots to lead india. Not idiots like Modi .  https://t.co/9mtfXmp8G2
38251,"\On this issue of the need for gun safety laws, we're not at any loss for good ideas... What we're waiting for is Congress to have the courage to act,\"" says Sen. @KamalaHarris."
38253,Congress and Communists have proven them right by either justifying or downplaying those years or thinking apology drama is enough when they are still making killers ministers or by blaming entire Sikh community as terrorists
38256,"12. BJP leader arrested for alleged molestation on flight
-12

https://t.co/NLQ6oNcfDU"
38260,"@ShefVaidya @narendramodi It's Fix Match!AAP giving 2nd term to Modi by dividing anti Modi votes in atleast 35 LS seats&amp;Dhongi Congis putting up 175 Vote Katwa LS Candidates\in UP,Bengal,AP,Odisha&amp;Delhi,bcoz Modi didn't complete a Single Inquiry&amp; didn't file any Corruption case agnst Gandhi's in 5 yrs https://t.co/VvtbU697k1"""
38263,"Me and my Husband fighting for the right party...  
Fighting for AAP
Fighting for @dilipkpandey
With @raghavvikram
#Vote4Jhaadu https://t.co/OBCx93d3Od"
38264,"As jobs crash, farmers die, economy in ICU, Acche din nowhere in sight, Modi first hides data, then fudges it &amp; finally begins blaming Jawaharlal, Indira &amp; Rajiv for the havoc he has wrought on the country. Who next? Motilal, Mahatma Gandhi, Ambedkar, Bhagat Singh? https://t.co/MemJYSJPje"
38266,"As per initial investigation by locals, these abusive pamphlets were printed in Kareem Printing Press located in Seelampur. Onwer Kareem is AAP's Convener.
How low @ArvindKejriwal could stoop? https://t.co/rnsqhZrgTS"
38269,Slightly disappointed that no one has found a Radar Operator who agrees with Modi ji yet.
38271,@TarekFatah @TIME @narendramodi Keep your Talibani attitude to yourself.  Every Government is subject to criticism just as you have right to criticize Pakistanis and Congress men.
38273,"Giving vote to @INCIndia is like giving votes to #Antimationalists #Terrorism #Seperstists 

@ZeeNews @PMOIndia"
38275,"Madam for other policies by @narendramodi are very good,

 but @BJP4India is avoiding to have policy for #MenRights to fight #FakeCases of #Rape 

They have to understand #MenToo is growing... 

So #NOTA4MensRights https://t.co/Y4iW709eCE"
38278,"Humiliated By Congress General Secretary Priyanka Vadra, Partyâ€™s Office Bearers In UPâ€™s Bhadohi Resign 

https://t.co/9MK1nZgGXB"
38281,BJP MP @ManojTiwariMP says  @INCIndia and @AamAadmiParty are fighting over 35% votes...while the remaining 65% is already with @BJP4India #NEDelhi #LokSabhaElections2019 https://t.co/YVSioOgWGX
38284,"4. Now, 40-year-old Dalit woman is allegedly gang-raped inside a community health centre by Ambulance driver &amp; compounder in Alwar.

Recently 4 rape cases reported in Rajasthan but I didn't see Candle light march by Priyanka Gandhi, Outrage by Dalit leaders &amp; left Media.Why so? https://t.co/5J7RcKZt6w"
38288,"@iKabirBedi U understand .. if Modi is not back weâ€™ll still remember u as arse licker , fascist supporter!?"
38289,Mohammed bin Salman orders release of 850 Indian prisoners at PM Narendra Modiâ€™s request https://t.co/jnuuisDaP6
38290,Bhopalis will not vote for a person who ruled their state for 10 yrs and ruined it completly..who gave clean chit to Pakistan and put blame on RSS for Mumbai attack..who called batla encounter fake and disrespected Mohanchand Sharma's martyrdom! Bhopalis will teach him a lesson! https://t.co/ibpcMh2ec7
38291,"#May23WithTimesNow | Left is afraid of BJP's entry in Kerala and had killed almost 200 people of BJP and RSS: @AseerAchary, Political Analyst BJP in conversation with @RShivshankar on Sunday Super Primetime. https://t.co/JOyTOnK87N"
38298,"@IndianExpress Attack on PM by Congress (1/2)

Modiâ€™s image has not been created by the Khan Market gang, or Lutyens Delhi, but 45 years of his toilâ€¦ good or bad. You cannot dismantle it."
38299,The Sound and Fury of an unapologetic Hindu â€“ A rebuttal to Time Magazineâ€™s ill informed Article on PM Narendra Modi https://t.co/awJSUdLtfL MUST Read...
38300,"@IndianExpress Speaks about current shortcomings in MP &amp; Raj reporting.

But the horrific rape in Alwar, Rajasthan, missed the relentless follow-up you are known for. But when people are booked by police in MP for chanting â€˜Modi, Modiâ€™, it missed your front page. Farm loan waiver, unemployment"
38302,"Modi's ridiculous comments on radars, clouds and fighter jets have been deservedly mocked but the EC needs to act against him for invoking armed forces hours before the sixth phase of voting. Letter to EC asking for prompt and strict action on this flagrant violation. https://t.co/yVDr0emlJM"
38305,"So a terror â€œaccusedâ€ isnâ€™t allowed to contest elections but a cheap liberal inciting crowd for â€œà¤­à¤¾à¤°à¤¤ à¤¤à¥‡à¤°à¥‡ à¤Ÿà¥à¤•à¤¡à¤¼à¥‡ à¤¹à¥‹à¤‚à¤—à¥‡â€ must be welcomed! 
Listen to a women promoting vulgarity on Indian cinema screens talking about â€œà¤¨à¥ˆà¤¤à¤¿à¤•à¤¤à¤¾â€! 
Really Swara? @narendramodi @PMOIndia @BJP4India https://t.co/d4SAbayvMz"
38312,"An important look at India's \divider in chief,\"" #Modi by @AatishTaseer in @time  - \""Not only has Modiâ€™s economic miracle failed to materialize, he has also helped create an atmosphere of poisonous religious nationalism in India.\"" - https://t.co/zVQF3HlYIX"""
38316,"We give lip service to motherhood, but fail at childcare access, equal pay, higher ed affordability and parental leave. 

This #MothersDay, you have my word that I will be on your side when Iâ€™m serving in Congress. I wonâ€™t tell you how much motherhood matters, Iâ€™ll show you."
38318,"On National Technology Day, there could be no bigger insult to science than PM Modiâ€™s cloud and radar remark. Earlier, he had told a student that people were feeling cold because of old age and not due to climate change! RIP Scientific temper and rationality."
